game_id,period,game_event_id,possession_event_id,player_id,shirt_number,possession_event_type,position_group_type,team_id,home_team,touches,duration,ball_visibility,ball_x_start,ball_y_start,ball_z,start_frame,end_frame,formatted_game_clock,frame_num,ball_x_end,ball_y_end,shooterPlayer,shooterPlayerName,blockerPlayer,clearerPlayer,saverPlayer,shotBodyType,shotNatureType,shotOutcomeType,shotInitialHeightType,team_id_player_73,team_id_player_394,shirt_number_player_73,shirt_number_player_394,visibility_player_73,visibility_player_394,confidence_player_73,confidence_player_394,x_player_73,x_player_394,y_player_73,y_player_394,vx_player_73,vx_player_394,vy_player_73,vy_player_394,vtot_player_73,vtot_player_394,ax_player_73,ax_player_394,ay_player_73,ay_player_394,atot_player_73,atot_player_394
4504,2,8573063,8509631.0,403.0,10.0,SH,CF,16.0,True,1.0,0.0,VISIBLE,45.955,-4.976,0.52,93988,93988,46:35,93988.0,45.955,-4.976,403,Che Adams,,,,R,A,B,BOTTOMTHIRD,16.0,,2,,ESTIMATED,,LOW,,49.115,,-12.649000000000001,,2.2800000000000153,,1.2899999999999778,,2.6196373794859493,,-1.8000000000021998,,-1.8000000000006011,,2.5455844122735516,
4504,2,8573581,8522190.0,4020.0,20.0,SH,LW,16.0,True,6.0,4.838,VISIBLE,19.133,27.125,0.0,101943,102088,51:06,101943.0,46.082,18.57,4020,Kamaldeen Sulemana,,,,L,P,O,O,16.0,,2,,ESTIMATED,,LOW,,12.299,,-24.647,,3.0299999999999727,,1.2600000000000477,,3.2815392729632165,,-0.9000000000010999,,0.9000000000010999,,1.2727922061373411,
4504,2,8574509,8511061.0,394.0,8.0,SH,CM,16.0,True,1.0,0.033,VISIBLE,29.905,-13.032,0.29,122768,122769,62:36,122768.0,29.956,-13.065,394,James Ward-Prowse,,,,R,A,O,MIDDLETHIRD,,16.0,,8,,VISIBLE,,MEDIUM,,29.905,,-13.032,,1.559999999999988,,-0.9899999999999842,,1.8476200908195202,,-0.9000000000010999,,1.5987211554602254e-12,,0.9000000000010999
4504,2,8574783,8511328.0,5057.0,3.0,SH,LB,119.0,False,2.0,0.967,ESTIMATED,-25.581,-0.878,1.62,126800,126829,64:51,126800.0,-26.351,-1.26,5057,Rico Henry,4630,,,L,P,C,BOTTOMTHIRD,,16.0,,8,,VISIBLE,,LOW,,-36.661,,-0.153,,3.5999999999999233,,-2.01,,4.123117752381011,,-0.9000000000042974,,-0.8999999999999941,,1.2727922061388202
4504,2,8575261,8511794.0,5057.0,3.0,SH,LB,119.0,False,2.0,0.767,VISIBLE,-30.939,-6.985,0.03,136449,136472,70:13,136449.0,-30.329,-7.993,5057,Rico Henry,403,,,L,P,B,BOTTOMTHIRD,,16.0,,8,,VISIBLE,,LOW,,-38.292,,-3.802,,2.6099999999998857,,-3.179999999999996,,4.11393971759424,,0.8999999999915076,,-0.8999999999999009,,1.2727922061297103
4504,2,8576950,8525471.0,5114.0,15.0,SH,LB,16.0,True,2.0,1.001,VISIBLE,29.497,15.908,0.01,157904,157934,82:09,157904.0,32.651,16.971,5114,Romain Perraud,10701,,,L,P,B,MIDDLETHIRD,,16.0,,8,,VISIBLE,,MEDIUM,,25.27,,-19.034,,-0.6300000000000239,,2.490000000000059,,2.568462575160542,,0.8999999999979025,,3.197442310920451e-12,,0.8999999999979025
4504,2,8578052,8514615.0,12779.0,24.0,SH,LW,119.0,False,1.0,0.0,VISIBLE,-29.132,-9.886,0.24,175004,175004,91:39,175004.0,-29.132,-9.886,12779,Mikkel Damsgaard,,,9990,R,P,S,BOTTOMTHIRD,,16.0,,8,,VISIBLE,,HIGH,,-36.338,,-6.342,,-1.2300000000001177,,-1.4099999999999913,,1.871095935541592,,1.799999999995805,,0.9000000000003006,,2.0124611797461927
4504,2,8578219,8514779.0,4020.0,20.0,SH,LW,16.0,True,1.0,0.0,VISIBLE,38.819,7.661,0.41000000000000003,178073,178073,93:21,178073.0,38.819,7.661,4020,Kamaldeen Sulemana,,,,R,P,O,F,,16.0,,8,,VISIBLE,,MEDIUM,,25.625,,-18.626,,1.0500000000000043,,2.369999999999912,,2.592180549267275,,0.0,,-3.197442310920451e-12,,3.197442310920451e-12
4504,2,8578530,8515108.0,4358.0,11.0,SH,LW,119.0,False,4.0,2.87,VISIBLE,-12.986,6.743,0.03,183851,183937,96:37,183851.0,-34.727,1.5630000000000002,4358,Yoane Wissa,,,9990,R,A,G,BOTTOMTHIRD,,16.0,,8,,VISIBLE,,MEDIUM,,-7.356,,-5.855,,-6.2400000000000055,,0.6899999999999906,,6.278033131483144,,-1.8000000000006011,,-0.9000000000003006,,2.0124611797504826
