game_id,period,game_event_id,possession_event_id,player_id,shirt_number,possession_event_type,position_group_type,team_id,home_team,touches,duration,ball_visibility,ball_x_start,ball_y_start,ball_z,start_frame,end_frame,formatted_game_clock,frame_num,ball_x_end,ball_y_end,ballCarrierPlayer,ballCarrierPlayerName,ballCarryType,createsSpace,dribbleType,trickType,linesBrokenType,opportunityType,touchType,touchOutcomeType,team_id_player_281,shirt_number_player_281,visibility_player_281,confidence_player_281,x_player_281,y_player_281,vx_player_281,vy_player_281,vtot_player_281,ax_player_281,ay_player_281,atot_player_281
4547,1,7791990,7707644.0,162.0,11.0,BC,LW,2.0,True,1.0,0.033,VISIBLE,3.049,27.374,0.04,4623,4624,01:02,4623.0,3.039,27.286,162,,T,,,,,,F,P,2.0,1,ESTIMATED,LOW,-38.797,2.659,0.5100000000000904,0.1499999999999968,0.5316013544001663,0.0,0.0,0.0
4547,1,7791990,7707644.0,162.0,11.0,BC,LW,2.0,True,1.0,0.033,VISIBLE,3.049,27.374,0.04,4623,4624,01:02,4623.0,3.039,27.286,162,,T,,,,,,F,P,2.0,1,ESTIMATED,LOW,-38.797,2.659,0.5100000000000904,0.1499999999999968,0.5316013544001663,0.0,0.0,0.0
4547,1,7791990,7707644.0,162.0,11.0,BC,LW,2.0,True,1.0,0.033,VISIBLE,3.049,27.374,0.04,4623,4624,01:02,4623.0,3.039,27.286,162,,T,,,,,,F,P,2.0,1,ESTIMATED,LOW,-38.797,2.659,0.5100000000000904,0.1499999999999968,0.5316013544001663,0.0,0.0,0.0
4547,1,7791990,7707644.0,162.0,11.0,BC,LW,2.0,True,1.0,0.033,VISIBLE,3.049,27.374,0.04,4623,4624,01:02,4623.0,3.039,27.286,162,,T,,,,,,F,P,2.0,1,ESTIMATED,LOW,-38.797,2.659,0.5100000000000904,0.1499999999999968,0.5316013544001663,0.0,0.0,0.0
4547,1,7791996,7725318.0,16.0,2.0,BC,RCB,11.0,False,1.0,0.034,VISIBLE,5.282,24.606,0.0,4656,4657,01:03,4656.0,5.301,24.552,16,,T,,,,,,H,P,2.0,1,ESTIMATED,LOW,-38.401,2.803,0.26999999999979707,0.09000000000000341,0.2846049894149627,-6.394884621840902e-12,-0.8999999999995012,0.8999999999995012
4547,1,7792758,7708797.0,27.0,20.0,BC,DM,11.0,False,5.0,4.025,VISIBLE,1.541,-8.808,0.0,20452,20573,09:51,20452.0,-24.945,-8.671,27,,C,,,,M,D,,,2.0,1,ESTIMATED,LOW,-39.426,0.126,-1.2899999999999778,-0.15000000000000013,1.2986916493147798,0.0,-0.9000000000000008,0.9000000000000008
4547,1,7793205,7727551.0,27.0,20.0,BC,DM,11.0,False,7.0,4.605,VISIBLE,7.702,-21.589,0.0,27772,27910,13:56,27772.0,11.846,-15.95,,,,,,,,,,,2.0,1,ESTIMATED,LOW,-38.665,-1.0,0.6000000000000938,-0.8100000000000007,1.0080178569847429,-0.8999999999979025,-9.992007221626409e-14,0.8999999999979025
4547,1,7793286,7727639.0,16.0,2.0,BC,RCB,11.0,False,4.0,3.326,ESTIMATED,17.477,25.234,1.99,29611,29711,14:57,29611.0,14.529,29.23,,,,,,,,,,,2.0,1,ESTIMATED,LOW,-34.603,1.798,0.239999999999867,0.06000000000000005,0.2473863375369306,0.8999999999915076,0.8999999999999009,1.2727922061297103
4547,1,7793791,7728914.0,15.0,35.0,BC,LB,2.0,True,7.0,4.471,VISIBLE,-16.639,14.878,0.38,40659,40793,21:06,40659.0,-16.073,4.86,,,,,,,,,,,2.0,1,ESTIMATED,LOW,-41.564,0.164,0.6000000000000938,0.3600000000000003,0.6997142273815167,0.9000000000042974,2.4980018054066022e-14,0.9000000000042974
4547,1,7793842,7711620.0,168.0,14.0,BC,CF,2.0,True,1.0,0.0,ESTIMATED,43.878,-1.807,2.08,41254,41254,21:25,41254.0,43.878,-1.807,168,,T,,,,,,S,O,2.0,1,ESTIMATED,LOW,-26.672,0.618,-0.27000000000001023,-0.15000000000000013,0.308868904229619,0.0,0.0,0.0
4547,1,7793982,7728969.0,1895.0,12.0,BC,RCB,2.0,True,3.0,1.556,VISIBLE,-10.782,-19.307,0.0,42610,42657,22:11,42610.0,-11.764,-18.67,,,,,,,,,,,2.0,1,ESTIMATED,LOW,-32.74,-5.015,-1.2600000000000477,0.09000000000000341,1.2632101962856859,0.0,0.0,0.0
4547,1,7794024,7711782.0,1894.0,6.0,BC,LCB,2.0,True,1.0,0.0,ESTIMATED,44.335,3.451,3.45,43988,43988,22:56,43988.0,44.335,3.451,1894,,T,,,,,,S,P,2.0,1,ESTIMATED,LOW,-25.0,0.718,0.0,0.2400000000000002,0.2400000000000002,0.0,9.992007221626409e-14,9.992007221626409e-14
4547,1,7795333,7710172.0,1688.0,8.0,BC,CM,2.0,True,1.0,0.0,VISIBLE,17.47,-24.607,0.0,70801,70801,37:50,70801.0,17.47,-24.607,1688,,T,,,,,,H,C,2.0,1,ESTIMATED,LOW,-31.471,-3.699,0.5099999999999838,-0.5999999999999872,0.787464284904381,0.0,-0.8999999999995012,0.8999999999995012
4547,1,7795648,7729969.0,18.0,16.0,BC,DM,11.0,False,2.0,0.601,VISIBLE,29.073,21.177,0.0,72457,72475,38:46,72457.0,29.101,21.168,18,,T,,,,,,H,P,2.0,1,ESTIMATED,LOW,-27.293,1.522,-0.09000000000000341,0.44999999999999707,0.4589117562233484,0.0,-0.9000000000001007,0.9000000000001007
4547,1,7795648,7729969.0,18.0,16.0,BC,DM,11.0,False,2.0,0.601,VISIBLE,29.073,21.177,0.0,72457,72475,38:46,72457.0,29.101,21.168,18,,T,,,,,,H,P,2.0,1,ESTIMATED,LOW,-27.293,1.522,-0.09000000000000341,0.44999999999999707,0.4589117562233484,0.0,-0.9000000000001007,0.9000000000001007
4547,1,7795648,7729969.0,18.0,16.0,BC,DM,11.0,False,2.0,0.601,VISIBLE,29.073,21.177,0.0,72457,72475,38:46,72457.0,29.101,21.168,18,,T,,,,,,H,P,2.0,1,ESTIMATED,LOW,-27.293,1.522,-0.09000000000000341,0.44999999999999707,0.4589117562233484,0.0,-0.9000000000001007,0.9000000000001007
4547,1,7795648,7729969.0,18.0,16.0,BC,DM,11.0,False,2.0,0.601,VISIBLE,29.073,21.177,0.0,72457,72475,38:46,72457.0,29.101,21.168,18,,T,,,,,,H,P,2.0,1,ESTIMATED,LOW,-27.293,1.522,-0.09000000000000341,0.44999999999999707,0.4589117562233484,0.0,-0.9000000000001007,0.9000000000001007
4547,1,7795720,7714073.0,2066.0,3.0,BC,MCB,11.0,False,1.0,0.0,ESTIMATED,47.743,5.7780000000000005,0.76,72724,72724,38:55,72724.0,47.743,5.7780000000000005,2066,,T,,,,,,F,O,2.0,1,ESTIMATED,LOW,-26.59,1.351,0.4800000000000537,0.0,0.4800000000000537,3.197442310920451e-12,-0.8999999999999009,0.8999999999999009
4547,1,7795879,7730231.0,157.0,34.0,BC,CM,2.0,True,1.0,0.0,ESTIMATED,-36.183,22.71,0.25,81111,81111,43:34,81111.0,-36.183,22.71,157,,C,,,,,,H,O,2.0,1,VISIBLE,HIGH,-48.937,5.453,-2.3700000000000188,1.770000000000005,2.9580060851864567,0.8999999999979025,0.0,0.8999999999979025
4547,1,7795896,7710733.0,371.0,10.0,BC,LWB,11.0,False,1.0,0.0,ESTIMATED,-43.051,3.9290000000000003,3.54,82311,82311,44:15,82311.0,-43.051,3.9290000000000003,371,,T,,,,,,F,P,2.0,1,VISIBLE,HIGH,-50.224,2.21,-0.1199999999999335,-0.810000000000004,0.8188406438373651,0.8999999999979025,0.0,0.8999999999979025
4547,1,7796320,7711154.0,1895.0,12.0,BC,RCB,2.0,True,1.0,0.368,ESTIMATED,-20.612,-18.805,2.5300000000000002,91223,91234,49:12,91223.0,-21.978,-19.481,1895,,T,,,,,,F,P,2.0,1,VISIBLE,HIGH,-39.968,-6.859,-2.580000000000169,-2.759999999999989,3.778094757943587,-0.9000000000042974,0.9000000000003006,1.2727922061390367
4547,2,7796557,7711392.0,27.0,20.0,BC,DM,11.0,False,2.0,1.168,VISIBLE,11.361,26.54,0.0,96821,96856,45:18,96821.0,17.217,28.869,27,,C,,,,,,H,P,2.0,1,ESTIMATED,LOW,43.917,1.8010000000000002,0.3899999999999437,0.30000000000000693,0.49203658400566136,1.799999999995805,0.9000000000003006,2.0124611797461927
4547,2,7796920,7711765.0,28.0,26.0,BC,RWB,11.0,False,1.0,0.14200000000000002,VISIBLE,16.917,-33.519,0.0,104013,104017,49:17,104013.0,16.845,-33.495,28,,T,,,,,,F,O,2.0,1,VISIBLE,HIGH,44.964,-3.227,-0.5100000000000904,-1.169999999999991,1.2763228431709868,-6.394884621840902e-12,3.9968028886505635e-13,6.407362457358293e-12
4547,2,7796920,7711765.0,28.0,26.0,BC,RWB,11.0,False,1.0,0.14200000000000002,VISIBLE,16.917,-33.519,0.0,104013,104017,49:17,104013.0,16.845,-33.495,28,,T,,,,,,F,O,2.0,1,VISIBLE,HIGH,44.964,-3.227,-0.5100000000000904,-1.169999999999991,1.2763228431709868,-6.394884621840902e-12,3.9968028886505635e-13,6.407362457358293e-12
4547,2,7796920,7711765.0,28.0,26.0,BC,RWB,11.0,False,1.0,0.14200000000000002,VISIBLE,16.917,-33.519,0.0,104013,104017,49:17,104013.0,16.845,-33.495,28,,T,,,,,,F,O,2.0,1,VISIBLE,HIGH,44.964,-3.227,-0.5100000000000904,-1.169999999999991,1.2763228431709868,-6.394884621840902e-12,3.9968028886505635e-13,6.407362457358293e-12
4547,2,7796920,7711765.0,28.0,26.0,BC,RWB,11.0,False,1.0,0.14200000000000002,VISIBLE,16.917,-33.519,0.0,104013,104017,49:17,104013.0,16.845,-33.495,28,,T,,,,,,F,O,2.0,1,VISIBLE,HIGH,44.964,-3.227,-0.5100000000000904,-1.169999999999991,1.2763228431709868,-6.394884621840902e-12,3.9968028886505635e-13,6.407362457358293e-12
4547,2,7796920,7711765.0,28.0,26.0,BC,RWB,11.0,False,1.0,0.14200000000000002,VISIBLE,16.917,-33.519,0.0,104013,104017,49:17,104013.0,16.845,-33.495,28,,T,,,,,,F,O,2.0,1,VISIBLE,HIGH,44.964,-3.227,-0.5100000000000904,-1.169999999999991,1.2763228431709868,-6.394884621840902e-12,3.9968028886505635e-13,6.407362457358293e-12
4547,2,7796920,7711765.0,28.0,26.0,BC,RWB,11.0,False,1.0,0.14200000000000002,VISIBLE,16.917,-33.519,0.0,104013,104017,49:17,104013.0,16.845,-33.495,28,,T,,,,,,F,O,2.0,1,VISIBLE,HIGH,44.964,-3.227,-0.5100000000000904,-1.169999999999991,1.2763228431709868,-6.394884621840902e-12,3.9968028886505635e-13,6.407362457358293e-12
4547,2,7796920,7711765.0,28.0,26.0,BC,RWB,11.0,False,1.0,0.14200000000000002,VISIBLE,16.917,-33.519,0.0,104013,104017,49:17,104013.0,16.845,-33.495,28,,T,,,,,,F,O,2.0,1,VISIBLE,HIGH,44.964,-3.227,-0.5100000000000904,-1.169999999999991,1.2763228431709868,-6.394884621840902e-12,3.9968028886505635e-13,6.407362457358293e-12
4547,2,7796920,7711765.0,28.0,26.0,BC,RWB,11.0,False,1.0,0.14200000000000002,VISIBLE,16.917,-33.519,0.0,104013,104017,49:17,104013.0,16.845,-33.495,28,,T,,,,,,F,O,2.0,1,VISIBLE,HIGH,44.964,-3.227,-0.5100000000000904,-1.169999999999991,1.2763228431709868,-6.394884621840902e-12,3.9968028886505635e-13,6.407362457358293e-12
